207.109.29.70,01/Jul/1995:01:28:39,01/Jul/1995:01:33:39
208.232.84.74,09/Jul/1995:21:01:51,09/Jul/1995:21:06:51
213.235.32.70,09/Jul/1995:21:34:03,09/Jul/1995:21:39:03
211.189.43.82,09/Jul/1995:21:49:34,09/Jul/1995:21:54:34
223.214.85.40,09/Jul/1995:22:16:24,09/Jul/1995:22:21:24
217.177.33.54,09/Jul/1995:22:39:20,09/Jul/1995:22:44:20
210.277.54.62,09/Jul/1995:22:41:31,09/Jul/1995:22:46:31
217.261.73.71,09/Jul/1995:23:14:48,09/Jul/1995:23:19:48
214.258.51.51,09/Jul/1995:23:30:25,09/Jul/1995:23:35:25
223.210.82.80,09/Jul/1995:23:35:27,09/Jul/1995:23:40:27
219.199.29.90,09/Jul/1995:23:42:49,09/Jul/1995:23:47:49
218.257.29.81,10/Jul/1995:00:23:26,10/Jul/1995:00:28:26
221.235.21.66,10/Jul/1995:00:24:13,10/Jul/1995:00:29:13
218.242.90.74,10/Jul/1995:00:44:20,10/Jul/1995:00:49:20
222.256.42.42,10/Jul/1995:00:51:45,10/Jul/1995:00:56:45
215.231.49.44,10/Jul/1995:00:59:18,10/Jul/1995:01:04:18
208.222.56.82,10/Jul/1995:01:03:50,10/Jul/1995:01:08:50
216.108.81.51,10/Jul/1995:01:04:14,10/Jul/1995:01:09:14
208.187.64.38,10/Jul/1995:01:09:40,10/Jul/1995:01:14:40
210.258.56.68,10/Jul/1995:01:26:53,10/Jul/1995:01:31:53
221.293.40.53,10/Jul/1995:01:48:29,10/Jul/1995:01:53:29
216.295.27.91,10/Jul/1995:01:49:49,10/Jul/1995:01:54:49
209.300.89.13,10/Jul/1995:01:51:26,10/Jul/1995:01:56:26
220.266.49.36,10/Jul/1995:02:02:22,10/Jul/1995:02:07:22
222.155.67.33,10/Jul/1995:02:28:31,10/Jul/1995:02:33:31
220.123.39.39,10/Jul/1995:02:49:28,10/Jul/1995:02:54:28
215.159.71.50,10/Jul/1995:03:06:14,10/Jul/1995:03:11:14
210.153.57.68,10/Jul/1995:03:14:31,10/Jul/1995:03:19:31
216.262.21.56,10/Jul/1995:03:31:26,10/Jul/1995:03:36:26
218.190.13.39,10/Jul/1995:03:33:43,10/Jul/1995:03:38:43
220.134.12.77,10/Jul/1995:03:36:12,10/Jul/1995:03:41:12
219.274.66.36,10/Jul/1995:03:53:46,10/Jul/1995:03:58:46
211.288.66.89,10/Jul/1995:04:11:56,10/Jul/1995:04:16:56
207.160.59.41,10/Jul/1995:04:12:05,10/Jul/1995:04:17:05
222.112.82.51,10/Jul/1995:04:26:06,10/Jul/1995:04:31:06
217.160.54.93,10/Jul/1995:04:50:49,10/Jul/1995:04:55:49
208.292.37.46,10/Jul/1995:05:01:26,10/Jul/1995:05:06:26
214.242.78.87,10/Jul/1995:05:10:13,10/Jul/1995:05:15:13
217.249.82.16,10/Jul/1995:05:23:44,10/Jul/1995:05:28:44
214.279.90.71,10/Jul/1995:05:31:10,10/Jul/1995:05:36:10
213.104.62.55,10/Jul/1995:05:53:04,10/Jul/1995:05:58:04
209.104.32.26,10/Jul/1995:05:56:20,10/Jul/1995:06:01:20
216.162.89.92,10/Jul/1995:06:01:46,10/Jul/1995:06:06:46
219.226.59.27,10/Jul/1995:06:09:55,10/Jul/1995:06:14:55
220.209.25.63,10/Jul/1995:06:26:34,10/Jul/1995:06:31:34
223.199.11.17,10/Jul/1995:06:33:15,10/Jul/1995:06:38:15
214.279.40.56,10/Jul/1995:06:38:11,10/Jul/1995:06:43:11
217.234.41.54,10/Jul/1995:06:45:34,10/Jul/1995:06:50:34
219.235.76.39,10/Jul/1995:06:46:04,10/Jul/1995:06:51:04
213.187.78.22,10/Jul/1995:06:59:20,10/Jul/1995:07:04:20
218.185.53.44,10/Jul/1995:07:40:45,10/Jul/1995:07:45:45
220.243.23.67,10/Jul/1995:07:50:35,10/Jul/1995:07:55:35
220.107.84.82,10/Jul/1995:08:03:04,10/Jul/1995:08:08:04
214.136.46.31,10/Jul/1995:08:41:50,10/Jul/1995:08:46:50
208.291.48.67,10/Jul/1995:10:38:53,10/Jul/1995:10:43:53
210.218.99.71,10/Jul/1995:12:26:19,10/Jul/1995:12:31:19
214.165.17.92,10/Jul/1995:16:41:47,10/Jul/1995:16:46:47
222.111.68.70,10/Jul/1995:18:45:29,10/Jul/1995:18:50:29
216.167.18.30,10/Jul/1995:19:42:08,10/Jul/1995:19:47:08
208.201.33.91,10/Jul/1995:20:08:17,10/Jul/1995:20:13:17
209.256.25.48,10/Jul/1995:20:16:49,10/Jul/1995:20:21:49
211.145.45.60,10/Jul/1995:20:48:28,10/Jul/1995:20:53:28
223.249.83.51,10/Jul/1995:20:57:08,10/Jul/1995:21:02:08
209.140.96.78,10/Jul/1995:21:10:43,10/Jul/1995:21:15:43
208.237.74.52,10/Jul/1995:21:14:40,10/Jul/1995:21:19:40
211.290.16.92,10/Jul/1995:22:43:30,10/Jul/1995:22:48:30
211.190.72.81,10/Jul/1995:23:33:41,10/Jul/1995:23:38:41
213.122.31.80,10/Jul/1995:23:36:47,10/Jul/1995:23:41:47
217.207.74.71,10/Jul/1995:23:57:37,11/Jul/1995:00:02:37
213.163.95.60,11/Jul/1995:00:36:25,11/Jul/1995:00:41:25
212.268.30.89,11/Jul/1995:01:17:23,11/Jul/1995:01:22:23
219.229.91.63,11/Jul/1995:01:22:25,11/Jul/1995:01:27:25
212.108.52.30,11/Jul/1995:01:24:23,11/Jul/1995:01:29:23
211.297.22.93,11/Jul/1995:01:29:26,11/Jul/1995:01:34:26
211.212.34.99,11/Jul/1995:01:36:45,11/Jul/1995:01:41:45
222.106.55.60,11/Jul/1995:01:39:14,11/Jul/1995:01:44:14
210.276.22.30,11/Jul/1995:01:55:51,11/Jul/1995:02:00:51
223.124.23.28,11/Jul/1995:02:01:03,11/Jul/1995:02:06:03
219.202.64.56,11/Jul/1995:02:11:33,11/Jul/1995:02:16:33
223.127.72.68,11/Jul/1995:02:23:49,11/Jul/1995:02:28:49
219.245.23.73,11/Jul/1995:02:30:41,11/Jul/1995:02:35:41
210.155.87.96,11/Jul/1995:02:34:31,11/Jul/1995:02:39:31
217.257.92.34,11/Jul/1995:02:43:12,11/Jul/1995:02:48:12
208.159.21.64,11/Jul/1995:02:55:46,11/Jul/1995:03:00:46
216.109.16.21,11/Jul/1995:03:32:04,11/Jul/1995:03:37:04
219.274.57.83,11/Jul/1995:03:39:20,11/Jul/1995:03:44:20
216.103.46.30,11/Jul/1995:03:42:30,11/Jul/1995:03:47:30
211.110.61.18,11/Jul/1995:03:42:43,11/Jul/1995:03:47:43
209.229.79.36,11/Jul/1995:03:49:30,11/Jul/1995:03:54:30
215.176.29.51,11/Jul/1995:03:52:31,11/Jul/1995:03:57:31
207.257.28.55,11/Jul/1995:04:06:41,11/Jul/1995:04:11:41
215.180.29.19,11/Jul/1995:04:09:07,11/Jul/1995:04:14:07
207.284.42.62,11/Jul/1995:04:17:25,11/Jul/1995:04:22:25
214.163.38.42,11/Jul/1995:05:16:17,11/Jul/1995:05:21:17
220.181.48.75,11/Jul/1995:05:26:06,11/Jul/1995:05:31:06
223.205.14.43,11/Jul/1995:05:29:08,11/Jul/1995:05:34:08
217.204.36.46,11/Jul/1995:05:31:23,11/Jul/1995:05:36:23
215.159.59.67,11/Jul/1995:05:56:09,11/Jul/1995:06:01:09
222.112.98.96,11/Jul/1995:05:56:20,11/Jul/1995:06:01:20
219.253.33.19,11/Jul/1995:06:07:28,11/Jul/1995:06:12:28
215.299.84.11,11/Jul/1995:06:10:22,11/Jul/1995:06:15:22
223.220.14.36,11/Jul/1995:06:22:34,11/Jul/1995:06:27:34
221.260.83.29,11/Jul/1995:06:27:27,11/Jul/1995:06:32:27
214.168.43.97,11/Jul/1995:06:45:40,11/Jul/1995:06:50:40
221.198.29.87,11/Jul/1995:06:47:42,11/Jul/1995:06:52:42
214.199.27.19,11/Jul/1995:06:52:23,11/Jul/1995:06:57:23
213.116.49.16,11/Jul/1995:07:06:41,11/Jul/1995:07:11:41
215.280.52.52,11/Jul/1995:07:21:25,11/Jul/1995:07:26:25
223.266.70.75,11/Jul/1995:08:45:10,11/Jul/1995:08:50:10
220.269.45.63,11/Jul/1995:10:40:15,11/Jul/1995:10:45:15
210.111.50.18,11/Jul/1995:10:53:08,11/Jul/1995:10:58:08
214.298.24.86,11/Jul/1995:16:22:33,11/Jul/1995:16:27:33
207.157.46.45,11/Jul/1995:18:42:44,11/Jul/1995:18:47:44
219.137.22.49,11/Jul/1995:19:18:40,11/Jul/1995:19:23:40
213.107.75.42,11/Jul/1995:20:15:43,11/Jul/1995:20:20:43
216.254.11.84,11/Jul/1995:21:14:22,11/Jul/1995:21:19:22
209.116.71.50,11/Jul/1995:21:35:02,11/Jul/1995:21:40:02
217.200.68.76,11/Jul/1995:22:12:43,11/Jul/1995:22:17:43
218.172.11.29,11/Jul/1995:23:06:14,11/Jul/1995:23:11:14
218.233.86.15,11/Jul/1995:23:55:54,12/Jul/1995:00:00:54
218.262.87.30,12/Jul/1995:00:57:10,12/Jul/1995:01:02:10
210.141.75.66,12/Jul/1995:01:51:16,12/Jul/1995:01:56:16
217.105.18.45,12/Jul/1995:02:13:29,12/Jul/1995:02:18:29
220.108.41.47,12/Jul/1995:02:30:52,12/Jul/1995:02:35:52
222.259.31.96,12/Jul/1995:03:08:04,12/Jul/1995:03:13:04
218.159.10.41,12/Jul/1995:03:13:46,12/Jul/1995:03:18:46
212.190.22.22,12/Jul/1995:03:28:50,12/Jul/1995:03:33:50
217.182.70.37,12/Jul/1995:04:01:28,12/Jul/1995:04:06:28
212.207.52.57,12/Jul/1995:04:38:44,12/Jul/1995:04:43:44
218.142.98.88,12/Jul/1995:04:49:51,12/Jul/1995:04:54:51
209.296.11.80,12/Jul/1995:04:56:34,12/Jul/1995:05:01:34
219.253.64.92,12/Jul/1995:04:59:34,12/Jul/1995:05:04:34
222.181.87.17,12/Jul/1995:05:01:30,12/Jul/1995:05:06:30
223.237.68.23,12/Jul/1995:05:04:22,12/Jul/1995:05:09:22
207.299.33.70,12/Jul/1995:05:05:43,12/Jul/1995:05:10:43
215.118.73.79,12/Jul/1995:05:10:25,12/Jul/1995:05:15:25
219.141.92.63,12/Jul/1995:05:11:28,12/Jul/1995:05:16:28
214.145.79.95,12/Jul/1995:06:25:52,12/Jul/1995:06:30:52
214.259.93.75,12/Jul/1995:06:28:31,12/Jul/1995:06:33:31
215.211.11.88,12/Jul/1995:06:39:21,12/Jul/1995:06:44:21
215.215.60.25,12/Jul/1995:07:12:53,12/Jul/1995:07:17:53
213.145.98.48,12/Jul/1995:07:42:51,12/Jul/1995:07:47:51
219.217.73.13,12/Jul/1995:08:12:33,12/Jul/1995:08:17:33
223.118.25.11,12/Jul/1995:08:36:40,12/Jul/1995:08:41:40
212.134.69.21,12/Jul/1995:08:39:22,12/Jul/1995:08:44:22
215.122.44.31,12/Jul/1995:09:04:39,12/Jul/1995:09:09:39
217.201.86.74,12/Jul/1995:10:35:48,12/Jul/1995:10:40:48
223.300.35.22,12/Jul/1995:10:37:50,12/Jul/1995:10:42:50
212.238.54.78,12/Jul/1995:14:05:26,12/Jul/1995:14:10:26
209.220.82.60,12/Jul/1995:15:53:16,12/Jul/1995:15:58:16
223.298.44.62,12/Jul/1995:16:49:16,12/Jul/1995:16:54:16
208.276.66.24,12/Jul/1995:19:48:41,12/Jul/1995:19:53:41
208.206.41.92,13/Jul/1995:03:16:30,13/Jul/1995:03:21:30
215.195.67.29,13/Jul/1995:04:23:18,13/Jul/1995:04:28:18
219.196.34.91,13/Jul/1995:05:45:42,13/Jul/1995:05:50:42
211.209.76.88,13/Jul/1995:06:12:25,13/Jul/1995:06:17:25
221.291.35.65,13/Jul/1995:08:05:11,13/Jul/1995:08:10:11
221.213.89.55,13/Jul/1995:17:15:34,13/Jul/1995:17:20:34
212.189.45.20,13/Jul/1995:20:36:36,13/Jul/1995:20:41:36
220.100.81.40,13/Jul/1995:20:50:56,13/Jul/1995:20:55:56
223.289.58.52,13/Jul/1995:22:23:50,13/Jul/1995:22:28:50
212.297.82.92,13/Jul/1995:22:33:34,13/Jul/1995:22:38:34
211.214.21.23,13/Jul/1995:22:43:16,13/Jul/1995:22:48:16
207.207.26.51,13/Jul/1995:22:49:34,13/Jul/1995:22:54:34
217.214.67.30,14/Jul/1995:00:58:17,14/Jul/1995:01:03:17
209.108.28.99,14/Jul/1995:01:11:49,14/Jul/1995:01:16:49
211.267.87.85,14/Jul/1995:01:16:14,14/Jul/1995:01:21:14
215.188.38.13,14/Jul/1995:01:31:25,14/Jul/1995:01:36:25
210.252.53.76,14/Jul/1995:01:48:21,14/Jul/1995:01:53:21
212.118.61.51,14/Jul/1995:02:53:26,14/Jul/1995:02:58:26
208.249.21.29,14/Jul/1995:02:59:23,14/Jul/1995:03:04:23
223.226.21.84,14/Jul/1995:03:08:19,14/Jul/1995:03:13:19
216.214.38.42,14/Jul/1995:03:33:21,14/Jul/1995:03:38:21
221.202.37.75,14/Jul/1995:03:35:50,14/Jul/1995:03:40:50
220.226.70.63,14/Jul/1995:03:46:26,14/Jul/1995:03:51:26
212.258.13.34,14/Jul/1995:04:01:34,14/Jul/1995:04:06:34
216.231.86.55,14/Jul/1995:04:17:50,14/Jul/1995:04:22:50
214.136.85.32,14/Jul/1995:04:19:07,14/Jul/1995:04:24:07
215.194.16.36,14/Jul/1995:04:23:10,14/Jul/1995:04:28:10
218.245.11.73,14/Jul/1995:04:25:04,14/Jul/1995:04:30:04
212.134.11.97,14/Jul/1995:04:35:14,14/Jul/1995:04:40:14
208.157.55.71,14/Jul/1995:04:54:35,14/Jul/1995:04:59:35
215.208.88.22,14/Jul/1995:05:09:33,14/Jul/1995:05:14:33
218.138.41.25,14/Jul/1995:05:18:47,14/Jul/1995:05:23:47
210.215.11.55,14/Jul/1995:06:24:16,14/Jul/1995:06:29:16
213.129.23.78,14/Jul/1995:06:35:35,14/Jul/1995:06:40:35
208.249.67.93,14/Jul/1995:06:41:43,14/Jul/1995:06:46:43
212.126.33.20,14/Jul/1995:06:59:08,14/Jul/1995:07:04:08
212.260.38.21,14/Jul/1995:07:10:44,14/Jul/1995:07:15:44
211.283.34.11,14/Jul/1995:08:41:28,14/Jul/1995:08:46:28
222.285.57.11,14/Jul/1995:11:19:25,14/Jul/1995:11:24:25
218.201.60.93,14/Jul/1995:12:41:39,14/Jul/1995:12:46:39
210.125.35.60,14/Jul/1995:14:48:21,14/Jul/1995:14:53:21
223.218.71.86,14/Jul/1995:15:25:55,14/Jul/1995:15:30:55
223.234.86.79,14/Jul/1995:18:43:28,14/Jul/1995:18:48:28
220.244.33.38,14/Jul/1995:19:18:31,14/Jul/1995:19:23:31
216.246.98.98,14/Jul/1995:19:22:18,14/Jul/1995:19:27:18
209.173.84.43,14/Jul/1995:19:41:16,14/Jul/1995:19:46:16
221.276.30.86,14/Jul/1995:19:56:49,14/Jul/1995:20:01:49
210.230.90.45,14/Jul/1995:20:12:29,14/Jul/1995:20:17:29
219.288.95.13,14/Jul/1995:21:06:25,14/Jul/1995:21:11:25
222.281.57.75,14/Jul/1995:21:09:45,14/Jul/1995:21:14:45
221.176.92.83,14/Jul/1995:21:44:44,14/Jul/1995:21:49:44
217.111.14.44,15/Jul/1995:00:05:41,15/Jul/1995:00:10:41
214.104.99.99,15/Jul/1995:00:08:39,15/Jul/1995:00:13:39
216.267.22.16,15/Jul/1995:00:25:33,15/Jul/1995:00:30:33
215.184.48.62,15/Jul/1995:00:35:36,15/Jul/1995:00:40:36
218.234.58.61,15/Jul/1995:00:43:49,15/Jul/1995:00:48:49
214.176.79.58,15/Jul/1995:01:21:24,15/Jul/1995:01:26:24
208.285.79.50,15/Jul/1995:01:42:46,15/Jul/1995:01:47:46
212.280.21.41,15/Jul/1995:01:45:37,15/Jul/1995:01:50:37
209.203.47.77,15/Jul/1995:02:55:27,15/Jul/1995:03:00:27
218.127.56.69,15/Jul/1995:03:05:10,15/Jul/1995:03:10:10
214.219.92.63,15/Jul/1995:03:25:32,15/Jul/1995:03:30:32
209.175.35.15,15/Jul/1995:03:38:16,15/Jul/1995:03:43:16
217.177.11.19,15/Jul/1995:03:59:52,15/Jul/1995:04:04:52
222.222.68.42,15/Jul/1995:04:01:13,15/Jul/1995:04:06:13
209.135.73.90,15/Jul/1995:04:18:27,15/Jul/1995:04:23:27
209.158.28.50,15/Jul/1995:04:27:10,15/Jul/1995:04:32:10
221.245.39.29,15/Jul/1995:04:29:32,15/Jul/1995:04:34:32
223.211.19.12,15/Jul/1995:04:30:08,15/Jul/1995:04:35:08
209.199.23.32,15/Jul/1995:05:05:16,15/Jul/1995:05:10:16
212.162.28.88,15/Jul/1995:05:35:09,15/Jul/1995:05:40:09
217.292.76.60,15/Jul/1995:05:43:36,15/Jul/1995:05:48:36
215.216.76.59,15/Jul/1995:05:50:15,15/Jul/1995:05:55:15
207.127.98.16,15/Jul/1995:06:01:31,15/Jul/1995:06:06:31
210.297.72.42,15/Jul/1995:06:15:38,15/Jul/1995:06:20:38
220.215.10.79,15/Jul/1995:06:46:18,15/Jul/1995:06:51:18
211.223.29.47,15/Jul/1995:07:11:26,15/Jul/1995:07:16:26
217.280.67.31,15/Jul/1995:07:13:40,15/Jul/1995:07:18:40
216.134.34.49,15/Jul/1995:07:15:06,15/Jul/1995:07:20:06
221.274.41.67,15/Jul/1995:07:46:30,15/Jul/1995:07:51:30
223.108.56.78,15/Jul/1995:08:05:50,15/Jul/1995:08:10:50
212.124.41.88,15/Jul/1995:09:39:27,15/Jul/1995:09:44:27
220.212.11.20,15/Jul/1995:09:50:11,15/Jul/1995:09:55:11
219.122.68.60,15/Jul/1995:10:02:06,15/Jul/1995:10:07:06
221.206.37.93,15/Jul/1995:10:45:46,15/Jul/1995:10:50:46
208.239.15.49,15/Jul/1995:11:04:40,15/Jul/1995:11:09:40
215.275.15.83,15/Jul/1995:11:39:33,15/Jul/1995:11:44:33
207.273.78.34,15/Jul/1995:11:40:51,15/Jul/1995:11:45:51
214.293.99.10,15/Jul/1995:11:57:18,15/Jul/1995:12:02:18
220.224.82.47,15/Jul/1995:12:32:53,15/Jul/1995:12:37:53
221.259.32.78,15/Jul/1995:12:43:47,15/Jul/1995:12:48:47
215.298.97.53,15/Jul/1995:12:44:14,15/Jul/1995:12:49:14
214.175.61.40,15/Jul/1995:12:50:14,15/Jul/1995:12:55:14
218.291.66.48,15/Jul/1995:13:03:36,15/Jul/1995:13:08:36
218.286.66.12,15/Jul/1995:13:31:24,15/Jul/1995:13:36:24
212.281.60.97,15/Jul/1995:14:43:29,15/Jul/1995:14:48:29
218.144.14.40,15/Jul/1995:15:11:20,15/Jul/1995:15:16:20
214.192.73.37,15/Jul/1995:15:55:23,15/Jul/1995:16:00:23
223.203.50.44,15/Jul/1995:16:40:23,15/Jul/1995:16:45:23
208.121.14.94,15/Jul/1995:18:16:36,15/Jul/1995:18:21:36
216.234.91.50,15/Jul/1995:18:19:45,15/Jul/1995:18:24:45
209.215.11.85,15/Jul/1995:19:58:02,15/Jul/1995:20:03:02
222.187.40.48,15/Jul/1995:21:04:06,15/Jul/1995:21:09:06
209.120.82.33,15/Jul/1995:21:12:40,15/Jul/1995:21:17:40
210.108.46.95,15/Jul/1995:21:41:44,15/Jul/1995:21:46:44
210.188.91.20,15/Jul/1995:22:14:55,15/Jul/1995:22:19:55
218.247.90.85,15/Jul/1995:22:34:47,15/Jul/1995:22:39:47
218.254.56.32,16/Jul/1995:00:03:14,16/Jul/1995:00:08:14
221.109.58.14,16/Jul/1995:00:26:08,16/Jul/1995:00:31:08
209.145.31.58,16/Jul/1995:00:27:24,16/Jul/1995:00:32:24
211.124.54.43,16/Jul/1995:00:48:35,16/Jul/1995:00:53:35
220.245.51.10,16/Jul/1995:01:01:11,16/Jul/1995:01:06:11
212.208.24.76,16/Jul/1995:01:05:22,16/Jul/1995:01:10:22
208.296.43.84,16/Jul/1995:01:14:42,16/Jul/1995:01:19:42
211.188.24.85,16/Jul/1995:01:22:22,16/Jul/1995:01:27:22
223.270.22.94,16/Jul/1995:01:42:44,16/Jul/1995:01:47:44
220.123.62.54,16/Jul/1995:02:18:12,16/Jul/1995:02:23:12
220.231.22.75,16/Jul/1995:02:56:36,16/Jul/1995:03:01:36
219.161.29.26,16/Jul/1995:02:58:11,16/Jul/1995:03:03:11
211.103.40.41,16/Jul/1995:03:01:07,16/Jul/1995:03:06:07
213.158.66.28,16/Jul/1995:03:06:13,16/Jul/1995:03:11:13
221.166.66.92,16/Jul/1995:03:12:19,16/Jul/1995:03:17:19
209.104.26.77,16/Jul/1995:03:22:39,16/Jul/1995:03:27:39
221.111.60.25,16/Jul/1995:03:35:18,16/Jul/1995:03:40:18
213.180.77.50,16/Jul/1995:03:58:08,16/Jul/1995:04:03:08
208.144.49.20,16/Jul/1995:04:00:21,16/Jul/1995:04:05:21
214.228.19.80,16/Jul/1995:04:11:24,16/Jul/1995:04:16:24
221.102.95.37,16/Jul/1995:05:05:18,16/Jul/1995:05:10:18
222.138.88.64,16/Jul/1995:05:10:10,16/Jul/1995:05:15:10
208.230.70.40,16/Jul/1995:05:10:54,16/Jul/1995:05:15:54
218.285.94.59,16/Jul/1995:05:20:13,16/Jul/1995:05:25:13
214.281.16.43,16/Jul/1995:05:32:15,16/Jul/1995:05:37:15
208.153.65.80,16/Jul/1995:06:03:34,16/Jul/1995:06:08:34
212.256.18.46,16/Jul/1995:06:06:34,16/Jul/1995:06:11:34
210.254.21.55,16/Jul/1995:06:07:38,16/Jul/1995:06:12:38
223.122.14.70,16/Jul/1995:06:15:28,16/Jul/1995:06:20:28
214.198.57.38,16/Jul/1995:06:31:04,16/Jul/1995:06:36:04
214.146.69.69,16/Jul/1995:06:40:29,16/Jul/1995:06:45:29
222.154.73.15,16/Jul/1995:06:42:28,16/Jul/1995:06:47:28
219.294.85.62,16/Jul/1995:07:17:29,16/Jul/1995:07:22:29
208.170.51.20,16/Jul/1995:07:23:13,16/Jul/1995:07:28:13
214.235.59.71,16/Jul/1995:07:43:49,16/Jul/1995:07:48:49
212.133.95.52,16/Jul/1995:07:44:55,16/Jul/1995:07:49:55
214.137.63.69,16/Jul/1995:07:45:23,16/Jul/1995:07:50:23
220.174.58.69,16/Jul/1995:08:01:08,16/Jul/1995:08:06:08
220.280.61.56,16/Jul/1995:08:09:22,16/Jul/1995:08:14:22
219.268.45.34,16/Jul/1995:08:21:17,16/Jul/1995:08:26:17
207.147.82.83,16/Jul/1995:08:30:46,16/Jul/1995:08:35:46
222.109.75.33,16/Jul/1995:08:39:51,16/Jul/1995:08:44:51
220.162.41.21,16/Jul/1995:08:48:27,16/Jul/1995:08:53:27
221.117.73.93,16/Jul/1995:09:03:46,16/Jul/1995:09:08:46
223.283.64.22,16/Jul/1995:09:24:20,16/Jul/1995:09:29:20
207.279.18.48,16/Jul/1995:10:08:25,16/Jul/1995:10:13:25
214.127.95.59,16/Jul/1995:10:22:37,16/Jul/1995:10:27:37
219.150.28.17,16/Jul/1995:10:29:50,16/Jul/1995:10:34:50
214.140.97.61,16/Jul/1995:10:49:47,16/Jul/1995:10:54:47
223.155.70.40,16/Jul/1995:11:05:38,16/Jul/1995:11:10:38
218.239.52.85,16/Jul/1995:11:41:24,16/Jul/1995:11:46:24
209.148.57.27,16/Jul/1995:12:37:33,16/Jul/1995:12:42:33
209.237.95.26,16/Jul/1995:13:25:40,16/Jul/1995:13:30:40
210.211.90.11,16/Jul/1995:15:08:40,16/Jul/1995:15:13:40
214.271.48.55,16/Jul/1995:18:23:10,16/Jul/1995:18:28:10
220.255.19.49,16/Jul/1995:18:28:12,16/Jul/1995:18:33:12
213.152.15.49,16/Jul/1995:20:28:05,16/Jul/1995:20:33:05
213.112.54.10,16/Jul/1995:21:11:22,16/Jul/1995:21:16:22
213.296.23.95,16/Jul/1995:21:59:26,16/Jul/1995:22:04:26
220.173.14.29,16/Jul/1995:22:16:14,16/Jul/1995:22:21:14
216.258.33.29,16/Jul/1995:22:48:28,16/Jul/1995:22:53:28
216.233.52.10,16/Jul/1995:22:57:38,16/Jul/1995:23:02:38
207.112.91.20,16/Jul/1995:23:16:55,16/Jul/1995:23:21:55
207.127.13.45,16/Jul/1995:23:45:44,16/Jul/1995:23:50:44
207.229.18.17,17/Jul/1995:01:19:44,17/Jul/1995:01:24:44
208.106.47.16,17/Jul/1995:01:21:19,17/Jul/1995:01:26:19
213.145.35.44,17/Jul/1995:01:21:31,17/Jul/1995:01:26:31
222.261.33.64,17/Jul/1995:01:29:12,17/Jul/1995:01:34:12
220.147.35.32,17/Jul/1995:01:33:24,17/Jul/1995:01:38:24
216.169.59.63,17/Jul/1995:01:53:43,17/Jul/1995:01:58:43
220.116.88.38,17/Jul/1995:02:12:40,17/Jul/1995:02:17:40
215.209.73.86,17/Jul/1995:02:13:09,17/Jul/1995:02:18:09
210.200.53.70,17/Jul/1995:02:31:22,17/Jul/1995:02:36:22
214.140.29.28,17/Jul/1995:02:40:15,17/Jul/1995:02:45:15
212.234.94.34,17/Jul/1995:03:08:22,17/Jul/1995:03:13:22
210.274.38.91,17/Jul/1995:03:14:39,17/Jul/1995:03:19:39
209.266.74.89,17/Jul/1995:03:28:13,17/Jul/1995:03:33:13
216.250.20.15,17/Jul/1995:03:46:36,17/Jul/1995:03:51:36
222.259.60.12,17/Jul/1995:03:52:50,17/Jul/1995:03:57:50
207.292.60.33,17/Jul/1995:04:17:10,17/Jul/1995:04:22:10
207.260.32.70,17/Jul/1995:04:27:42,17/Jul/1995:04:32:42
223.281.85.22,17/Jul/1995:04:48:33,17/Jul/1995:04:53:33
223.224.72.47,17/Jul/1995:04:58:25,17/Jul/1995:05:03:25
208.197.97.93,17/Jul/1995:05:30:24,17/Jul/1995:05:35:24
214.276.90.86,17/Jul/1995:05:37:23,17/Jul/1995:05:42:23
222.136.91.54,17/Jul/1995:05:40:08,17/Jul/1995:05:45:08
218.165.38.62,17/Jul/1995:05:47:44,17/Jul/1995:05:52:44
215.178.60.50,17/Jul/1995:06:12:18,17/Jul/1995:06:17:18
208.103.39.73,17/Jul/1995:06:32:48,17/Jul/1995:06:37:48
207.249.96.94,17/Jul/1995:06:34:39,17/Jul/1995:06:39:39
208.133.66.86,17/Jul/1995:06:47:28,17/Jul/1995:06:52:28
208.180.22.36,17/Jul/1995:06:54:05,17/Jul/1995:06:59:05
221.262.32.52,17/Jul/1995:07:00:35,17/Jul/1995:07:05:35
212.145.73.40,17/Jul/1995:07:17:34,17/Jul/1995:07:22:34
212.168.46.33,17/Jul/1995:07:35:25,17/Jul/1995:07:40:25
213.251.14.86,17/Jul/1995:07:39:27,17/Jul/1995:07:44:27
218.203.22.52,17/Jul/1995:07:40:32,17/Jul/1995:07:45:32
211.144.92.43,17/Jul/1995:07:58:11,17/Jul/1995:08:03:11
210.229.16.62,17/Jul/1995:08:27:13,17/Jul/1995:08:32:13
212.123.90.42,17/Jul/1995:08:30:27,17/Jul/1995:08:35:27
218.292.49.43,17/Jul/1995:08:34:38,17/Jul/1995:08:39:38
211.213.45.80,17/Jul/1995:08:39:30,17/Jul/1995:08:44:30
208.129.36.17,17/Jul/1995:10:02:26,17/Jul/1995:10:07:26
208.292.35.97,17/Jul/1995:17:31:55,17/Jul/1995:17:36:55
209.116.17.83,17/Jul/1995:17:41:21,17/Jul/1995:17:46:21
209.170.79.83,17/Jul/1995:18:59:36,17/Jul/1995:19:04:36
213.123.78.88,17/Jul/1995:21:09:09,17/Jul/1995:21:14:09
208.128.15.79,17/Jul/1995:22:02:21,17/Jul/1995:22:07:21
207.258.46.32,17/Jul/1995:22:09:30,17/Jul/1995:22:14:30
